"Binomial","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Order","global_abundance"
"Columba palumbus",1,0.982511022075397,1.08597056507034,1.01473953575647,1.02403487316588,1.05226617005797,1.05845526489002,1.12082039583139,1.168962344672,2.39449540747548,"Columbiformes",334511213
"Contopus cooperi",1,0.959811193526635,0.950505731625084,0.908213081591369,0.932973701955496,NA,NA,NA,NA,NA,"Passeriformes",2977451
"Contopus sordidulus",1,0.831735230436127,0.840602123930302,0.848499845344881,0.84144757191463,NA,NA,NA,NA,NA,"Passeriformes",5478070
"Contopus virens",1,0.975778546712803,0.963212529593881,0.884866144600255,0.837006009834274,NA,NA,NA,NA,NA,"Passeriformes",10790876
"Coracias garrulus",1,0.974784364103505,0.874031932464672,1.54153055606533,1.01736098366673,1.1159845843274,0.835602862910625,1.50005505597357,0.754890805652413,NA,"Coraciiformes",11477372
"Coragyps atratus",1,2.16699597129676,6.06758871963092,NA,NA,NA,NA,NA,NA,NA,"Cathartiformes",73934521
"Corvus brachyrhynchos",1,1.0105181838147,1.02311801494425,0.994347185848496,0.986903529453247,2.30740360480737,NA,NA,NA,NA,"Passeriformes",91840173
"Corvus caurinus",1,0.961977186311787,0.978453738910013,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",2953939
"Corvus corax",1,0.216195337075494,0.234389567011693,0.246766179848262,0.26020147168714,1.02994290628579,1.07333947647153,1.11982039347027,1.09431065395276,2.16283736453419,"Passeriformes",47152451
"Corvus corone",1,0.99842298359444,1.06051122164894,1.00795290533049,0.982576156152484,1.01285767971559,0.99674399078762,1.00751703857976,0.996631234936322,1.93918852705124,"Passeriformes",44906864
"Corvus frugilegus",1,0.914907238255344,0.963103582135176,0.933427223712853,0.89081862812642,0.962275442825556,0.904934548528038,0.89592110493376,0.835743937766677,0.950261440546758,"Passeriformes",355015538
"Corvus monedula",1,1.0734613550264,1.08513279009133,1.08861118932695,1.07499639692834,1.1259011961518,1.07991403728737,1.06971593882527,1.03658431866327,1.95348220694553,"Passeriformes",184949422
"Coturnicops noveboracensis",1,1.00968188105118,0.673582295988934,0.702627939142461,0.426002766251728,NA,NA,NA,NA,NA,"Gruiformes",5582458
"Coturnix coturnix",1,1.23600038420901,1.08481413889156,0.685236768802229,0.922677936797618,0.50686773604841,0.420900970127749,0.76995485544136,0.694649889539909,NA,"Galliformes",6908144
"Crex crex",1,0.763975155279503,0.873291925465838,0.73416149068323,0.595031055900621,0.524223602484472,NA,NA,NA,NA,"Gruiformes",3177580
"Crotophaga ani",1,1.3687381066422,1.3687381066422,NA,NA,NA,NA,NA,NA,NA,"Cuculiformes",21133340
"Crypturellus obsoletus",1,2.24715999955895,5.35038095133085,NA,NA,NA,NA,NA,NA,NA,"Struthioniformes",709155
"Cuculus canorus",1,1.03092780443957,0.969135294496732,0.973575866673556,0.985526619624038,0.929249358815055,0.896631879305468,0.886651761811228,0.902984503906497,1.77345910580363,"Cuculiformes",27722550
"Cyanistes caeruleus",1,0.930758926587216,1.00636358982459,0.961631648949918,0.985677546194141,1.01638753806792,1.01387797468445,1.02725131306482,0.999192977026859,2.01954205766363,"Passeriformes",17115823
"Cyanocitta cristata",1,1.04377324559611,1.05149793599542,1.20013181019332,1.19507397719377,NA,NA,NA,NA,NA,"Passeriformes",47457226
"Cyanocitta stelleri",1,0.972222222222222,0.888888888888889,1.04166666666667,1.00694444444444,NA,NA,NA,NA,NA,"Passeriformes",3306513
"Cyanopica cyanus",1,1.03421926718848,1.18321559483879,1.09405398414521,0.980689541476793,1.35866594141966,1.42616744167856,1.24179761434362,1.05981316437142,1.14214109153056,"Passeriformes",19803827
"Cyclarhis gujanensis",1,0.015,0.0199999999999999,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",10061658
"Cygnus buccinator",1,1.808,3.264,2.92,3.164,NA,NA,NA,NA,NA,"Anseriformes",6978643
"Cygnus columbianus",1,0.00229828436140942,0.00093173690327409,NA,NA,NA,NA,NA,NA,NA,"Anseriformes",21449052
"Cygnus olor",1,1.02009454269727,1.31014076901824,0.444235745194814,0.262058482562336,0.576681612812502,0.554774700345626,0.509372133133872,0.533120972692502,0.601576117933021,"Anseriformes",7234055
"Cypseloides niger",1,0.909090909090909,0.898395721925134,NA,NA,NA,NA,NA,NA,NA,"Caprimulgiformes",407663
"Delichon urbicum",1,1.0254111450823,0.943988626116191,0.971675326851644,1.03851655333198,0.96914555369198,0.991394888296698,1.10422831542992,1.01696321998648,2.12915861722404,"Passeriformes",162945329
"Dendrocopos major",1,1.03723799229453,1.14633624379732,1.10206731641993,1.09367972013042,1.12415805182973,1.15498622990688,1.18126195266485,1.15587170824745,2.41723450638882,"Piciformes",19280315
"Dendrocopos syriacus",1,0.849682552318046,0.716597799447726,0.733326606879539,1.08370452303592,0.716799356885716,1.01664818445661,1.53290334744703,1.23388087429613,1.23375995226364,"Piciformes",2793245
"Dolichonyx oryzivorus",1,0.997556381408135,0.965059648051044,1.22406382499036,1.19453676700533,NA,NA,NA,NA,NA,"Passeriformes",19276086
"Dromas ardeola",1,1.38847809655263,1.08514903545959,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",7892858
"Dryobates minor",1,1.09771963881115,1.06017188326013,0.919633789416959,1.00334184237743,0.913320687908816,0.98229727109917,0.832055553325573,1.12532347889805,1.59842160505794,"Piciformes",3672184
"Dryobates pubescens",1,1.0172571577984,1.0469342397699,0.867459798666492,0.868035037259772,NA,NA,NA,NA,NA,"Piciformes",28459924
"Dryocopus martius",1,0.772077115992179,0.788815234730357,0.789584820225924,0.773236121327835,0.906050321761926,0.850585385059905,0.883776431076756,0.939004429388621,1.73050208332062,"Piciformes",2540669
"Dumetella carolinensis",1,1.01056879323597,1.01642966948501,1.10694898155265,1.10013931591084,NA,NA,NA,NA,NA,"Passeriformes",47471354
"Egretta garzetta",1,0.516091853427474,0.27314753729848,0.761274174653248,NA,NA,NA,NA,NA,NA,"Pelecaniformes",65345176
"Egretta gularis",1,0.810481586402266,0.492351274787535,0.123512747875354,0.0877478753541077,NA,NA,NA,NA,NA,"Pelecaniformes",9040084
"Egretta rufescens",1,0.992,2.384,0.671999999999999,NA,NA,NA,NA,NA,NA,"Pelecaniformes",3679346
"Egretta thula",1,1.19014084507042,1.56807511737089,1.17840375586855,1.45502973809481,2.95188964793418,9.83963215978062,NA,NA,NA,"Pelecaniformes",42498759
"Egretta tricolor",1,0.965034965034965,1.21678321678322,1.23076923076923,NA,NA,NA,NA,NA,NA,"Pelecaniformes",12365120
"Elanus caeruleus",1,0.929648241206026,0.859296482412058,0.78894472361809,0.718592964824116,0.648241206030148,0.57788944723618,NA,NA,NA,"Accipitriformes",6323003
"Emberiza aureola",1,0.981757259865972,0.963514519731943,0.678704393149666,NA,NA,NA,NA,NA,NA,"Passeriformes",9174464
"Emberiza calandra",1,1.02619374844236,1.05914758785345,0.930937408368721,0.94283294041465,1.02980174692991,0.976992093962797,0.975092791138455,1.00792991597961,1.84040215619709,"Passeriformes",11633062
"Emberiza cia",1,0.845687317924649,0.893602017475065,0.770695293096324,0.716215091470201,0.731006309654215,0.721151221641452,0.693381614664251,0.662105711486384,1.31652728045437,"Passeriformes",4425887
"Emberiza cirlus",1,1.08055388458636,1.07912455585855,1.0364243273369,1.31514091898225,1.3245376171951,1.19020105992742,0.952724821865207,2.55736096107179,4.26814662202728,"Passeriformes",2444609
"Emberiza citrinella",1,0.985396814991021,0.972377199807323,0.970286331516287,0.953253556520435,0.960892369498249,0.939138584371268,0.927998805753587,0.909477009264895,1.76696322154013,"Passeriformes",17439114
"Emberiza hortulana",1,1.09746884570776,0.976244187721437,0.988185730580992,1.02105963674064,0.95362537646735,0.928879002487671,0.795958888582434,0.762987056740297,1.26841699091447,"Passeriformes",10899516
"Emberiza melanocephala",1,0.75745225433643,0.7505496514001,0.807034074126584,0.749870348540829,0.780126604223109,0.660514423709189,0.578656261509424,0.625083083114052,0.478077266632756,"Passeriformes",10913493
"Emberiza rustica",1,1.17258330741726,1.49421016788886,1.40304244663866,0.784835481984064,1.22466475830218,1.13550331615388,0.937135836070564,1.32127874928593,1.67673331240639,"Passeriformes",12275576
"Emberiza schoeniclus",1,0.079763271245622,0.0779582516632176,0.0767266943301343,0.0767972384318595,0.0797122304057768,0.0771355803067565,0.0744497668778305,0.0703007682496692,0.103978432779865,"Passeriformes",18052623
"Empidonax alnorum",1,1.05573195187166,0.999749331550802,0.946047794117647,1.05900735294118,NA,NA,NA,NA,NA,"Passeriformes",896919155
"Empidonax difficilis",1,0.917670682730924,0.891566265060241,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",19360637
"Empidonax flaviventris",1,0.977948449409438,1.22679932507127,1.3080118694362,1.43557339849887,NA,NA,NA,NA,NA,"Passeriformes",30776995
"Empidonax hammondii",1,0.97165175759103,0.927302507244551,1.43631094872118,1.44954012851203,NA,NA,NA,NA,NA,"Passeriformes",16721360
"Empidonax minimus",1,0.961444232206627,0.976891454198156,0.931907648866373,0.897033053733079,NA,NA,NA,NA,NA,"Passeriformes",18815411
"Empidonax oberholseri",1,1.05202178194879,0.833391264048198,0.906499826207855,0.87817170663886,NA,NA,NA,NA,NA,"Passeriformes",4140067
"Empidonax traillii",1,0.885540814031932,0.88891387452215,0.990630387527172,0.925567798515853,NA,NA,NA,NA,NA,"Passeriformes",5535271
"Epthianura crocea",1,1.0921052631579,1.29473684210526,0.564473684210527,0.505263157894738,0.631578947368422,NA,NA,NA,NA,"Passeriformes",1034053
"Eremophila alpestris",1,1.03786610878661,0.855456866247441,0.797633903447601,0.709082678803005,NA,NA,NA,NA,NA,"Passeriformes",770962832
"Erithacus rubecula",1,0.991117753048191,0.950956132107209,0.879985797016504,0.984208111117127,1.11362423827041,1.13544895910021,1.11575267067424,1.02710362209234,2.15526364878012,"Passeriformes",21261776
"Estrilda astrild",1,1.05424296560965,1.14839213934792,1.22159446181331,1.6577043322912,4.36804376953997,3.14033050468959,2.39193836534167,2.47621706118803,NA,"Passeriformes",23961392
"Eudocimus albus",1,0.630236794171221,0.297814207650273,0.861566484517305,NA,NA,NA,NA,NA,NA,"Pelecaniformes",18024425
"Eudyptes chrysocome",1,0.318769449960045,0.615025227848585,NA,NA,NA,NA,NA,NA,NA,"Sphenisciformes",8915292
"Eudyptes robustus",1,0.981927056164146,0.96385411232829,0.945781168492436,NA,NA,NA,NA,NA,NA,"Sphenisciformes",377432
"Euphagus carolinus",1,0.984235364996486,0.965960437794959,1.0237529426203,1.0161662817552,NA,NA,NA,NA,NA,"Passeriformes",16988871
"Euphagus cyanocephalus",1,0.964967416033625,0.96984537076312,0.908157559865808,0.902084217020784,NA,NA,NA,NA,NA,"Passeriformes",109369835
"Falcipennis canadensis",1,1.0958230958231,0.972972972972973,0.977886977886978,1.04422604422604,NA,NA,NA,NA,NA,"Galliformes",1046139
"Falco biarmicus",1,0.965517241379314,0.931034482758621,0.896551724137935,0.862068965517242,0.827586206896556,0.793103448275863,NA,NA,NA,"Falconiformes",2086180
"Falco columbarius",1,1.05479452054794,1.06925418569254,1.09760273972603,1.12671232876712,NA,NA,NA,NA,NA,"Falconiformes",4593576
"Falco dickinsoni",1,0.942857142857143,0.885714285714286,0.828571428571429,0.771428571428572,0.714285714285715,0.657142857142858,NA,NA,NA,"Falconiformes",145591
"Falco naumanni",1,1.27235062318572,1.18990842699168,1.25440063074279,1.56258891245172,1.30095842364164,7.16753170464167e-05,NA,NA,NA,"Falconiformes",13382449
"Falco rupicoloides",1,0.976827094474153,0.953654188948307,0.93048128342246,0.907308377896613,0.884135472370766,0.860962566844919,NA,NA,NA,"Falconiformes",378194
"Falco sparverius",1,1.00156780768226,0.996080480794356,0.959759602822054,0.945910634962111,NA,NA,NA,NA,NA,"Falconiformes",18475897
"Falco tinnunculus",1,1.12728580701567,1.19067583634988,1.09777093553569,0.813710967010166,0.928718791287596,0.997921823250233,0.987696866463115,0.928363087976545,2.49390576598165,"Falconiformes",42772390
"Ficedula albicollis",1,0.981325901749832,1.07873283010527,1.03946206386951,1.17055378328334,1.01766658290816,1.11881980553697,1.04310952571389,1.17688582178601,1.15499469200779,"Passeriformes",4606301
"Ficedula hypoleuca",1,0.973682887112453,0.940811862930304,1.03662052664282,0.893501541676038,0.862239778421956,1.28665816647374,1.40530953130584,1.48890516600056,1.57734743308954,"Passeriformes",12006736
"Fratercula arctica",1,1.13377390216244,1.26748914871153,0.0502092050209204,0.0375395925390059,0.038478082352481,NA,NA,NA,NA,"Charadriiformes",22216025
"Fregata ariel",1,0.601765877253007,0.322816263680078,NA,NA,NA,NA,NA,NA,NA,"Suliformes",38926677
"Fregata magnificens",1,1,1.31345486686056,2.26592464118863,5.13441447954584,15.2809917355372,59.7347858752818,NA,NA,NA,"Suliformes",26183427
"Fregata minor",1,0.998156765351706,0.631040508633498,NA,NA,NA,NA,NA,NA,NA,"Suliformes",29216720
"Fringilla coelebs",1,0.982875412423726,1.01832791690544,0.962503678594642,0.977120365334613,0.959546362890504,0.962828020051639,0.988438607112635,0.981599606369496,1.90562585546562,"Passeriformes",48580457
"Fringilla montifringilla",1,1.05141297653727,1.32690994510213,1.30828292829924,1.20222791902121,1.27247165619882,1.10432378311382,1.03335137383698,0.990242084634689,0.944183366629671,"Passeriformes",38063448
"Fulica americana",1,1.89719235987893,2.84135267717357,1.5609644087256,1.81653272101033,NA,NA,NA,NA,NA,"Gruiformes",58912804
"Fulica atra",1,0.901858830453182,0.70934474009282,0.168849132574679,0.161788821654399,0.158424526873829,0.166101759280261,0.157510770752953,0.15133979482649,0.149096252691514,"Gruiformes",71948892
"Fulica cristata",1,1.47945205479452,0.301369863013699,0.301369863013699,NA,NA,NA,NA,NA,NA,"Gruiformes",6126652
"Furnarius rufus",1,0.843569337481153,0.733538554331437,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",11658689
"Galerida cristata",1,0.988576530040669,1.0859469782169,0.934380615012388,1.08970515567235,1.17154571168287,1.18275250566875,1.15903495387277,1.03789137369093,0.514611081825359,"Passeriformes",40990495
"Galerida theklae",1,1.10148774358671,1.18144017097153,0.978826934456173,1.02645545059027,1.21292390254151,1.20057395014991,1.40030407911032,1.29672139004419,2.25326166899371,"Passeriformes",3200199
"Gallinago delicata",1,1.05108118126776,1.10204216887771,1.04629679970345,1.08685654269121,NA,NA,NA,NA,NA,"Charadriiformes",16917243
"Gallinago gallinago",1,2.11403794592185,1.85684851696046,0.241063079585238,0.227796242056034,0.261350741480602,0.255827650529827,0.271936160367315,0.223891212370784,0.226036964599727,"Charadriiformes",34738195
"Gallinula chloropus",1,0.988888636832112,0.893121497498361,0.23987845869579,0.259081187653316,0.310164751143846,0.281940180093987,0.253704293994597,0.237194051727628,0.26805808929824,"Gruiformes",39632507
"Gallinula galeata",1,0.974358974358974,1.02564102564103,0.974358974358974,0.923076923076923,NA,NA,NA,NA,NA,"Gruiformes",38524783
"Gallus gallus",1,1,6.6181,NA,NA,NA,NA,NA,NA,NA,"Galliformes",6435471
"Garrulus glandarius",1,0.964042733009527,1.06354539582708,1.0399070082363,0.984577040897737,1.03297690529025,0.991393876031614,0.981708042625215,0.905728796166993,1.8464689065788,"Passeriformes",16081076
"Gavia arctica",1,1.44487179487179,0.406410256410256,2.1474358974359,NA,NA,NA,NA,NA,NA,"Gaviiformes",9131447
"Gavia immer",1,0.192458389727865,0.173754356422094,0.184079238762746,0.188404134377705,NA,NA,NA,NA,NA,"Gaviiformes",9682105
"Gavia pacifica",1,0.285555017847669,1.31793245693898,5.61706813731985,9.3830342230536e-05,NA,NA,NA,NA,NA,"Gaviiformes",11177564
"Gavia stellata",1,0.432161698855539,0.246005660153732,0.32540825087374,0.000390255747599923,NA,NA,NA,NA,NA,"Gaviiformes",23610546
"Gelochelidon nilotica",1,1.4038854805726,1.46625766871166,1.53680981595092,1.60736196319019,2.11042944785276,NA,NA,NA,NA,"Charadriiformes",29635091
"Geothlypis philadelphia",1,1.02005673418834,1.02029645611091,1.01304772178559,1.10145374223044,NA,NA,NA,NA,NA,"Passeriformes",12895807
"Geothlypis tolmiei",1,0.948671182907764,0.942808754559666,1.2367769671704,1.23775403856175,NA,NA,NA,NA,NA,"Passeriformes",9399663
"Geothlypis trichas",1,1.01415850400712,1.03250222617988,0.944321217518012,0.947526916538493,NA,NA,NA,NA,NA,"Passeriformes",73754462
"Glareola pratincola",1,1.82608695652174,2.36956521739131,1.67391304347826,1.67391304347826,1.39130434782609,NA,NA,NA,NA,"Charadriiformes",11514749
"Grus grus",1,0.347001142568523,0.168266248468158,0.151847337787041,0.175159443653748,0.187792839465484,0.168265122383813,0.208912679361727,0.207943218442067,0.223640381491827,"Gruiformes",32822521
"Gypaetus barbatus",1,0.941176470588235,0.901960784313726,0.96078431372549,1.03921568627451,1.03921568627451,NA,NA,NA,NA,"Accipitriformes",1986636
"Gyps africanus",1,0.997835765520653,0.995671531041305,0.993507296561958,0.991343062082612,0.989178827603265,0.987014593123917,NA,NA,NA,"Accipitriformes",3650679
"Gyps bengalensis",1,0.991149103982389,0.931300829103349,0.846954807136466,0.744241809931819,0.651731456038517,0.589841702235491,NA,NA,NA,"Accipitriformes",480987
"Gyps coprotheres",1,0.704065040650407,0.852032520325204,NA,NA,NA,NA,NA,NA,NA,"Accipitriformes",652980
"Gyps fulvus",1,1.74038461538461,1.9375,2.17788461538462,2.33653846153846,2.64903846153846,NA,NA,NA,NA,"Accipitriformes",9544667
"Gyps tenuirostris",1,1.04581848768836,1.03388377943009,1.0180687039256,0.948370219305554,0.897909574482155,0.859047709736891,NA,NA,NA,"Accipitriformes",180272
"Haematopus ater",1,0.846846846846847,0.968468468468469,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",2845535
"Haematopus ostralegus",1,1.08289430010662,1.13474367916217,1.06245061410865,1.38670450306998,1.46447920032485,1.51122661093966,0.00641155892304163,0.0059282522537276,0.00543257912186176,"Charadriiformes",32888212
"Haemorhous cassinii",1,0.994652406417112,1.02406417112299,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",1444893
"Haemorhous mexicanus",1,0.861744697879152,0.93297318927571,0.927771108443377,0.836534613845538,NA,NA,NA,NA,NA,"Passeriformes",82119779
"Haemorhous purpureus",1,0.894624611283874,1.08049755664149,1.03509551310529,1.03331852509996,NA,NA,NA,NA,NA,"Passeriformes",13761021
"Haliaeetus albicilla",1,1.56521739130435,1.91304347826087,NA,NA,NA,NA,NA,NA,NA,"Accipitriformes",6261559
"Haliaeetus leucocephalus",1,1.08858355223277,1.09581733683572,0.151321254574437,0.159762915067017,NA,NA,NA,NA,NA,"Accipitriformes",9140160
"Haliaeetus vocifer",1,0.963276836158189,0.926553672316384,0.889830508474573,0.853107344632768,0.816384180790957,0.779661016949152,NA,NA,NA,"Accipitriformes",3621519
"Helmitheros vermivorum",1,0.799999999999996,0.599999999999999,NA,NA,NA,NA,NA,NA,NA,"Passeriformes",4680213
"Hieraaetus wahlbergi",1,0.969026548672566,0.938053097345133,0.907079646017699,0.876106194690265,0.845132743362832,0.814159292035398,NA,NA,NA,"Accipitriformes",1284970
"Himantopus himantopus",1,0.726435811596723,0.79693028322908,0.934105164605562,0.0590603385521239,0.150314909735897,0.182525247536446,NA,NA,NA,"Charadriiformes",73935899
"Hippolais icterina",1,0.987834014956759,1.04447852611595,1.07052649669785,1.01651085493574,0.901447596077678,0.838128359084386,0.854440087805693,0.88769065416653,0.831566089680843,"Passeriformes",5802461
"Hippolais polyglotta",1,1.1075961751628,1.02850479112634,0.994336764473464,1.00492114362209,1.00181812453195,0.961287650982877,0.917220687106684,1.0417908721897,2.13348591297724,"Passeriformes",3430589
"Hirundo rustica",1,0.906180689783116,0.832980281185425,0.914650406912106,0.878588935769474,3.41171036448819,4.00117014112284,3.82386915250793,3.19121118662812,7.02958394128156,"Passeriformes",1076122004
"Histrionicus histrionicus",1,0.947608200455581,0.993166287015945,0.822892938496583,0.831435079726651,NA,NA,NA,NA,NA,"Anseriformes",23523101
"Hydrocoloeus minutus",1,0.954385964912277,0.90877192982456,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",9487046
"Hydroprogne caspia",1,1.02159624413146,1.02816901408451,1.04037558685446,1.12957746478873,NA,NA,NA,NA,NA,"Charadriiformes",34293664
"Hylocichla mustelina",1,0.742244224422442,0.889108910891089,0.894059405940594,0.857095709570957,NA,NA,NA,NA,NA,"Passeriformes",18063546
"Hypocnemis cantator",1,0.807958243383183,0.615916486766365,0.423874730149548,0.2059052600583,NA,NA,NA,NA,NA,"Passeriformes",812307
"Icteria virens",1,0.924242424242424,1.01515151515151,1.06060606060606,1.0530303030303,NA,NA,NA,NA,NA,"Passeriformes",13725545
"Icterus galbula",1,1.03383122686072,1.03306523681859,0.997683792015466,0.96806551038646,NA,NA,NA,NA,NA,"Passeriformes",15707138
"Icterus spurius",1,1.03189703413542,1.06323447118075,1.12982652490207,1.1499720201455,NA,NA,NA,NA,NA,"Passeriformes",32974429
"Ixobrychus exilis",1,0.944444444444445,1.11111111111111,0.944444444444445,1.05555555555556,NA,NA,NA,NA,NA,"Pelecaniformes",2137610
"Ixobrychus minutus",1,1.66666666666667,2.625,2.16666666666666,2.41666666666666,2.66666666666666,NA,NA,NA,NA,"Pelecaniformes",6216396
"Ixoreus naevius",1,0.95725079533404,0.942470837751856,0.973135383527748,0.869123365146695,NA,NA,NA,NA,NA,"Passeriformes",81301690
"Junco hyemalis",1,0.935527886747399,0.981963158792427,0.998754903632952,1.0811359372335,NA,NA,NA,NA,NA,"Passeriformes",277840118
"Jynx torquilla",1,1.08173182102523,1.21305255326637,1.16829918834295,1.13955393494678,1.11948734667759,1.01813229314645,1.01467641636526,0.864477219078584,1.82573507523738,"Piciformes",6411462
"Lagopus muta",1,1.00671140939597,0.87248322147651,NA,NA,NA,NA,NA,NA,NA,"Galliformes",6439782
"Lanius collurio",1,1.03033034649194,1.14833297277339,1.09774735238411,1.10294852538815,1.0943887409185,1.04134599091021,1.03860834348977,0.943286490061123,1.82487956898626,"Passeriformes",18974738
"Lanius ludovicianus",1,1.05714285714286,1.02222222222222,0.503968253968254,0.505291005291005,NA,NA,NA,NA,NA,"Passeriformes",15767135
"Lanius minor",1,1.14837577299806,0.825077673783637,0.655238381563741,0.976082894246994,0.759628199037905,1.46507643027713,1.01797046527968,0.574479407010178,1.03741942350058,"Passeriformes",7222350
"Lanius senator",1,1.49818790255997,1.17487432663281,1.08993531317728,1.20466650899273,1.04621781662413,0.881974775269843,1.03669644680319,0.887813760577044,1.63866606509376,"Passeriformes",11231489
"Larus argentatus",1,0.994483597034604,0.988967194069213,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",89542122
"Larus californicus",1,1.01851851851852,1.0462962962963,0.690476190476191,0.730158730158731,NA,NA,NA,NA,NA,"Charadriiformes",24562637
"Larus canus",1,0.92948918645577,1.07424651862474,0.00145293729843662,0.00144775646020923,0.00241772450611482,NA,NA,NA,NA,"Charadriiformes",77975623
"Larus delawarensis",1,1.03291290535652,1.1273362060831,0.956913471518888,0.877495046079326,NA,NA,NA,NA,NA,"Charadriiformes",1229072620
"Larus dominicanus",1,0.95791912115237,1.0392311531909,0.0038196666368753,0.00662677358157209,0.00536950290041382,0.00807818164732098,0.0150480944156625,NA,NA,"Charadriiformes",68860521
"Larus fuscus",1,0.952435706783748,0.904871413567498,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",58600962
"Larus glaucescens",1,1.86152697897001,1.84103847448449,NA,NA,NA,NA,NA,NA,NA,"Charadriiformes",42391491
"Larus hyperboreus",1,0.754098360655738,0.770491803278688,2.0655737704918,NA,NA,NA,NA,NA,NA,"Charadriiformes",949879030
"Larus marinus",1,1.2336705750834,1.31989871536359,0.0013970681268909,0.00142909995371403,NA,NA,NA,NA,NA,"Charadriiformes",33499895
"Larus michahellis",1,1.03728414611397,1.07500156890862,0.24371813288699,NA,NA,NA,NA,NA,NA,"Charadriiformes",32174330
"Leiothrix lutea",1,1.43464599838047,1.91107138992234,1.54821833054082,1.81921344582971,1.62581023139873,0.867650077058277,0.992644946059206,1.06368409464921,NA,"Passeriformes",5802077
"Leipoa ocellata",1,1.1079518539572,1.36346679930366,0.866388957970654,0.867321561800547,0.799536610012623,1.23849788609798,0.619248943048993,NA,NA,"Galliformes",44607
"Lepidothrix coronata",1,0.873824244219567,0.74764848843913,0.621472732658697,0.931482861756922,NA,NA,NA,NA,NA,"Passeriformes",1234952
"Leptotila verreauxi",1,1.97513703504688,4.11042031617864,NA,NA,NA,NA,NA,NA,NA,"Columbiformes",12545160
"Leucogeranus leucogeranus",1,1.01349730053989,1.18386322735453,0.588182363527295,1.08158368326335,NA,NA,NA,NA,NA,"Gruiformes",752782
"Limosa fedoa",1,1.04183535762483,1.02968960863698,0.80161943319838,0.777327935222672,NA,NA,NA,NA,NA,"Charadriiformes",11826071
"Limosa lapponica",1,1.27824368613842,2.5918642760748,2.11104684788895,1.82957393483709,1.72392519760941,1.4073645652593,NA,NA,NA,"Charadriiformes",23949789
"Limosa limosa",1,1.14193855792663,1.00989666858915,1.18572981623913,1.12731395732275,1.47044454404337,1.29322394925372,0.0508749935182836,0.385889923439591,0.374638593430578,"Charadriiformes",18579429
"Linaria cannabina",1,0.906277353619978,1.04727238772965,0.829016444298025,0.915070333425372,0.925335195022506,1.02454928283124,1.03728867903564,0.985227812235632,1.90592493412016,"Passeriformes",16572988
"Locustella fluviatilis",1,1.00934227203632,0.949256239864193,1.10533525772626,1.1467906186966,1.09573903582758,0.941237590010513,0.92703178107012,0.745688815724202,0.844686194886885,"Passeriformes",4585814
"Locustella naevia",1,1.33496287453768,1.12163251342893,1.0374126509328,0.987974531047662,1.006631833994,0.836507282391283,0.859150493314744,0.745629189159579,0.943368470329334,"Passeriformes",5206822
"Lophodytes cucullatus",1,1.08845208845209,1.18673218673219,1.17936117936118,1.23538083538084,NA,NA,NA,NA,NA,"Anseriformes",9366774
"Lophophanes cristatus",1,0.948237366701994,1.13403701829408,1.03115927972094,1.0941121643416,1.02788352375247,1.06756416713632,1.13766338545857,0.944884790363538,2.13054829288172,"Passeriformes",2134896
"Loxia curvirostra",1,0.540204056844406,1.11623952386736,0.859660310134015,1.09609194704239,0.362914490465201,0.477984938661485,0.537524292481477,0.36441758775659,NA,"Passeriformes",33051248
"Loxia leucoptera",1,0.879573739080368,0.745347800027373,0.739789701211483,1.10945872603108,NA,NA,NA,NA,NA,"Passeriformes",170978414
"Lullula arborea",1,0.950996473291261,0.97492837592205,0.888996029926378,0.885287109533789,0.909914038290002,1.08944114096978,1.00918502545438,1.06517846962126,2.09756355191305,"Passeriformes",3434603
"Luscinia luscinia",1,0.923403129439924,1.04429265500719,0.941613542142763,1.10448835618455,0.88625837742622,0.875714065388332,0.816227250550892,0.74948212942633,0.796991781895328,"Passeriformes",6125383
"Luscinia megarhynchos",1,1.05753088913003,0.996954930448594,1.01597876930822,1.02629099568171,0.999831958455149,1.01983560246307,1.0102619434888,1.01036475318325,1.9958946284384,"Passeriformes",12383545
"Macronectes giganteus",1,1.0719945888467,1.30801742406163,1.09555092772172,1.10360886759839,1.11166680747505,NA,NA,NA,NA,"Procellariiformes",8324234
"Mareca americana",1,1.10021814448864,1.06223533940716,0.93473309380213,0.912934684973694,NA,NA,NA,NA,NA,"Anseriformes",33830766
"Mareca penelope",1,0.120660902806477,0.0523443663823873,NA,NA,NA,NA,NA,NA,NA,"Anseriformes",52349060
"Mareca strepera",1,8.21739861960977,1.73519198047356,0.0165568588671283,0.017628635858744,NA,NA,NA,NA,NA,"Anseriformes",5236891
"Marmaronetta angustirostris",1,2.0625,0.21875,0.28125,NA,NA,NA,NA,NA,NA,"Anseriformes",2766120
