"Binomial","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"Bubulcus ibis",0.117552714419345,0.098017154959253,0.0737294464581042,-0.00112553661895,0.083098827895842,0.0792692316647723,0.117485240837647,0.0870796179674096,0.14238547655882,0.0676691449039845,0.122306516278097,-0.00837491327289448,0.122142438108026,0.0126674418678075,0.0245409008161737,-0.00510937134536501,0.061016588403996,0.0335722053113908,0.0450964393380743,0.0488489228155529,0.0823439143553099,0.0298005627873078,0.0570441391620752,0.336345874635842,0.237657474461403
"Bucephala albeola",0.00905038079208737,0.000882039176468194,-0.00547916562932232,-0.00806009984414636,-0.00659705068962562,5.18124346844395e-05,0.0118121732492989,0.0261811320718081,0.032136627899238,0.0269102031490118,0.0122653586341062,-0.000744441243021615,-0.00852681098846507,0.0126773486039262,0.0134201596525318,0.0143727172026266,0.0142028890383797,0.0136828798993715,0.0143400814317974,0.0159280221174033,0.0166996748074352,0.0160396377455455,0.015368111828294,0.016032085543384,0.0175179221297542
"Bucephala clangula",0.00762560956563907,0.00488173065709344,0.00546551831814671,-0.00376039180506768,-0.00325528447870446,-0.00319079923917838,-0.00239225227980721,-0.00309638770957808,0.00309425858970895,0.0034303383847063,0.00151261910298831,0.000301803934169412,-0.00348879570165623,0.00101238817149229,-0.00102240755930459,-0.00310612819041297,-0.00459926818759191,-0.00517457884025322,0.00297674730002093,0.0030905725673836,0.00295613855652123,0.00268750566472584,0.00254726144566457,0.00270687955313344,0.00307998220718562
"Bucephala islandica",-0.00405044989081052,-0.0041253264526986,-0.00424393000635677,-0.00441469842578695,-0.00461690920760734,-0.00482304349557255,-0.00502463678189283,-0.00522565255910613,-0.0054138123108781,-0.00555305932370153,-0.00561324482701326,-0.00560243437880093,-0.00556092265596194,-0.00552165206535567,-0.00547997907989108,-0.0054018184070771,-0.00525629092369962,-0.00394453493771654,-0.00361117223935294,-0.00325600636900832,-0.00291591073977521,-0.00261738378440587,-0.00237581909641156,-0.00219684460835826,-0.00207835328397529
"Bufo bufo",0.00805642355933456,-0.057076626906601,-0.112989327074975,0.0658910998611189,-0.0768313064178197,0.0272637543164953,0.0427810621931205,-0.0331241757182509,-0.0768391562534031,-0.105848726446642,-0.0504907308575263,0.0547899002605792,0.0414296071117493,-0.25054017172283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bugeranus carunculatus",0,0,0,0,0,0,0,0,0,-0.109100085220502,-0.109100085220501,-0.040506341447716,-0.040506341447716,-0.0405063414477156,-0.0405063414477156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burhinus oedicnemus",0.180296819716633,0.00579569890944972,0.00579569890944964,0.00579569890944957,0.0153144541256762,0.00653814121822638,0.0107345169875666,-0.0981821633862583,-0.0736366225396937,-0.0906385338033395,-0.0961716210764934,-0.0915614021990202,-0.0815920572095925,-0.00750105663102244,0.00323927260595069,0.0151562924749678,0.0156216768395386,0.0136892433370888,0.0124247124234974,-0.00160295027774515,-0.0046324357619106,-0.0120117548401489,-0.0206635276351352,-0.0252107362784185,-0.0235681883850951
"Burramys parvus",0.0130060153666349,0.00778643935522633,0.00188646364560694,-0.00278245260780444,-0.00445666903063147,-0.00252728300093257,0.00207073403002341,0.00737142429900324,0.0114436073742662,0.0133280633226684,-0.0175977778497161,-0.0170619682023584,-0.0163336017567992,-0.015605488418752,-0.0143307056480994,-0.0122145255770932,-0.00978979527092769,-0.00787159263036485,-0.00674749037319697,-0.00611879082063532,-0.00561791321470767,-0.00511895985791666,-0.00470897165440204,-0.00473651989060567,-0.0058973760972971
"Buteo buteo",0.0257810965632422,0.0419887918549704,0.0329531050115987,0.0207733268811058,0.00823015593508839,0.0093053683221962,0.0112334767116478,0.0130939758063858,0.0106900587812017,0.00787111654270954,0.0138384700767411,0.00399667062903655,0.00621956550399191,0.000343745694969208,-0.0094521594192194,-0.0737238448515012,-0.000130871532489032,-0.0326473827070839,0.037978915843175,-0.0157223485927559,-0.0123301780364796,-0.0106059857354754,-0.0213849334487611,0.000488046640934413,-0.0028568460695178
"Buteo jamaicensis",0.00603194909318063,0.00620371888766144,0.0063439102176209,0.00638367570950142,0.00628485448124474,0.0179791699390932,0.00552428820878746,0.00518384068840563,0.00490264136847544,0.004697714404515,0.00456222587984863,0.00449848720230645,0.00451705951893349,0.00460786711491792,0.00473153337675169,0.00484943617168091,0.00495241978356767,0.0050467799304775,0.0051151031145023,0.00510578993431535,0.00496928994556326,0.0047015649344056,0.00435051575696078,0.00398728406474767,0.0036764947682629
"Buteo lagopus",0.0164927895907296,0.0185655142721535,0.0187080946373758,0.0173280615712353,0.0154732479546331,-0.0487412876546875,0.0970282702191098,-0.115885343443039,-0.0323261992948761,-0.0321373337376537,-0.0317830510305598,-0.0358023291562709,-0.0349891838128025,-0.0340730367238809,-0.0330014666392785,-0.106413017495123,0.0480278505165165,0.259284743745439,-0.298195555314,-0.45603754128585,-0.0347792905244633,-0.0347792905246296,-0.0347792905246913,NA,NA
"Buteo lineatus",0.00550751199068367,0.00568632376071088,0.00532526544641299,0.00374554874079636,0.0015489093877139,0.000122630942526292,0.000495808901601835,0.00241185827314594,0.00451150580931758,0.0057752664343681,0.00678504635151822,0.00903315046364794,0.0127502435357647,0.015911779815283,0.0158509506707425,0.0116284495508887,0.00456519288175683,-0.00299498342738735,-0.00871428614548275,-0.0105132336525006,-0.00730744787695692,-0.000421309951653126,0.00627896298136221,0.00879679830539992,0.0061306073566898
"Buteo platypterus",-0.00286281062254327,-0.00253206700048161,-0.00224243265637717,-0.00292258834887187,-0.004171022181642,0.00214146235818373,0.00334461410546077,0.00478747756465488,0.00511072009838889,0.00486567647802641,0.00550424685090368,0.00704581493643214,0.00785082614911256,0.00672283388832504,0.00436612664044248,0.00250560128546425,0.00219840514549662,0.0033098341422798,0.0050295389472139,0.00633600623085497,0.00632612361837056,0.00484515654509264,0.00292890532518122,0.00216113546283356,0.00326374171128035
"Buteo regalis",0.00787944301429636,0.0075363908838489,0.00689467713803212,0.0060298135512026,0.00511413364521461,0.0043574133478058,0.00391448815106989,0.00381276717016068,0.00395245698133976,0.00418520701978836,0.0044099096737978,0.00461042912546054,0.00482298658127126,0.00508578040344811,0.00541454210348139,0.00579699577996895,0.00618893683523823,0.00652476456744444,0.00675395282347172,0.00687241249151592,0.00691005512442001,0.00689120869124893,0.00682189568112539,0.00671517798814003,0.00660736428626469
"Buteo swainsoni",0.0052713024097859,0.00516798962819464,0.00506807969051186,0.00497922248600015,0.00491042661902158,0.0523703270652882,0.00319411687613904,0.00320560041924876,0.00323995424457519,0.00329022714788178,0.00335166550470511,0.00342142294469262,0.00349609211440074,0.00357059442869444,0.00364072594732529,0.00370548237616456,0.00376476229603375,0.00381603966052076,0.00385657293490152,0.00388839158498783,0.00391676137501441,0.00394247954187723,0.00395988066738552,0.00396512596956421,0.00396283102675086
"Butorides striata",0.0132066321669961,0.0136066566325076,0.0138601194517321,0.0138506988745804,0.013578340569976,-0.00741705713154238,-0.00783539822785917,-0.00781481265076825,-0.00733123794150281,7.1014002741146e-05,-0.113844559153371,-0.0339314082357844,-0.0350313304204722,-0.0166507316361535,0.00686989698496935,0.0185304259055828,0.0146188115464001,0.0193602066197479,-0.00524715763170043,-0.0046435412996888,-0.00459336808549884,-0.00511604903024668,-0.00489331732555988,-0.171583414570163,-0.0085410920941191
"Bycanistes cylindricus",NA,NA,NA,-0.0532367322922012,-0.0532367322922012,-0.0532367322922012,0,0.0122853997597387,0.0122853997597385,0.012285399759739,0.0122853997597387,0.0122853997597387,0.0122853997597387,0.0122853997597387,0.0122853997597387,0.0122853997597387,0.0122853997597387,0.0122853997597385,0.012285399759739,0.0122853997597385,0.349481634734891,0.34948163473489,NA,NA,NA
"Bycanistes fistulator",NA,NA,NA,0.163001661858265,0.163001661858265,0.163001661858265,0.191554949301317,-0.0157432469768073,-0.0157432469768074,-0.0157432469768073,-0.0157432469768073,-0.0157432469768073,-0.0157432469768073,-0.0157432469768072,-0.0157432469768073,-0.0157432469768073,-0.0157432469768072,-0.0157432469768073,-0.0157432469768074,-0.0157432469768073,-0.302652992317917,-0.302652992317917,NA,NA,NA
"Cacatua galerita",0.0187839305391746,0.0265586864228089,0.018261824696161,-0.000399485915955289,-0.0143491647083436,-0.0115071462648288,0.00733887972107627,0.0302135240050074,0.044312004769526,0.044692206528675,0.0349037216614418,0.0219852187605265,0.0118608998287413,0.00780467052669409,0.0104930828908525,0.0179907025662975,0.0262208095262995,0.0311195743133144,NA,NA,NA,NA,NA,NA,NA
"Cacatua leadbeateri",NA,NA,NA,NA,NA,NA,NA,NA,-0.031684532631701,-0.0463133850634694,-0.0697649285987325,-0.0904728729189161,-0.100439694022457,-0.0992604062242952,-0.0890611071456493,-0.0684826383972637,-0.0341149393414941,0.0115366245038564,0.0553809782097627,0.080902836936769,NA,NA,NA,NA,NA
"Cairina moschata",0.0735953570589189,0.073595357058919,0.0735953570589187,0.073595357058919,0.0735953570589188,-0.108813608870055,-0.108813608870055,-0.108813608870055,-0.108813608870055,-0.108813608870055,NA,NA,NA,NA,NA,NA,NA,0.00937271479322202,-0.64996683711971,1,NA,NA,NA,NA,NA
"Calamospiza melanocorys",0.0178427093492917,0.0141704478183164,0.00530088312893258,-0.00799720117126453,-0.0255253177377619,-0.16214402055616,-0.0869773730379557,-0.0883686564666605,-0.0719638951678832,-0.0473460443446488,-0.0244087297886859,-0.00696271185533454,0.00501814438970849,0.0103397016201829,0.00630973059503187,-0.00816223573637631,-0.0320820822823383,-0.064050593448826,-0.100158664170301,-0.12871948720575,-0.132056975979932,-0.1007491297094,-0.0481144878368244,-0.00553605935350327,0.00293814751205352
"Calandrella brachydactyla",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2362251563664,-0.0509630965805574,-0.104805806783808,0.00979427097285843,0.123350680229609,-0.0187231611441109,-0.248657738736673,-0.339611641942938,-0.209769555487208,-0.0366335803854796,-0.0356639828256687,-0.030424895548348,-0.0245610988714414,-0.0187009349307586,-0.0123786402818993,-0.00479580468949398
"Calcarius lapponicus",0.269619065146947,-0.294652365291615,0.155379400889263,0.101723014185351,-0.0250333001446676,-0.0250333001446676,-0.0250333001446676,-0.0250333001446676,-0.00572220216597541,-0.00318846819353025,0.00127998139947194,0.00646036367328306,0.011851233670668,0.00589434606381204,0.00709149667447356,0.0110172334318828,0.0141493935003314,0.0157404350617514,0.0159009806734116,0.0154241129797249,-0.0132315380206463,0.236224011132915,-0.264353272447338,-0.043167754554747,0.321417171135244
"Calcarius ornatus",-0.0193185585785405,-0.0184813072683186,-0.0182255486945815,-0.0186278692863697,-0.019947887036109,0.00632668438868085,-0.0278058311534053,-0.0304489874562686,-0.0345028669186237,-0.039526300277144,-0.0429236182342755,-0.0424358580932111,-0.0382384432709313,-0.0321274905132293,-0.0257954062110906,-0.0205901561844325,-0.0177925383797547,-0.0179676714299073,-0.0205133624608835,-0.0244456271694355,-0.0289177300536983,-0.03254256156117,-0.0335707619613476,-0.0319758176517742,-0.0302619668252285
"Calidris acuminata",0.0291111794232713,0.0319723683538331,0.0369962867050182,0.03600737575537,0.0344880972707638,0.0296543485563952,0.017326884456588,-0.0163806909266331,-0.0416737303519391,-0.0618758668522183,-0.0670239408367447,-0.0512720198990016,-0.117133509419971,-0.0690508708927142,0.079294766023565,0.0365227504729098,0.0651212647318504,0.0372188736908631,0.0203246419779969,-0.130153613191254,-0.0902942975682937,-0.10949998772189,-0.139303472194187,-0.150920725054015,NA
"Calidris alba",0.0127448706594243,0.0332483450080254,0.0294297112405977,0.0173659436882158,0.0139250555380233,0.0197415410423638,-0.0174358934166281,0.135904862274091,0.0407731894519243,0.000797095159037323,-0.00987878836317661,0.0260293956052286,0.013080818683517,-0.0752668948213746,-0.0558205012357433,0.145232411681733,-0.0522926760743013,0.0334322383871415,0.033928082951156,-0.0256859747745327,0.110072533595796,-0.148109317458994,0.0415744509924848,0.309428672632797,0.152136906295935
"Calidris alpina",0.0280748619154098,0.0478598431690229,0.0314293802749682,0.0147062062491399,0.0110794816624998,0.0186383503029723,0.0237864955273451,0.0244225432708163,-0.0315473605150786,0.0209924137636452,-0.0218899255779766,-0.00653157120179764,-0.0173644188294679,-0.0165347769155299,-0.00714920642150945,0.0123714800287381,-0.0559601172501319,-0.0329473022275643,0.0212989121477337,-0.00407958179364695,-0.0027042815540867,-0.0122767069104163,-0.0146839758748076,-0.0936851774964445,-0.0252639696357345
"Calidris canutus",-0.00554589806452613,-0.000205633340412501,0.0122101639246626,-0.00733798145276753,0.00762801324249234,0.0680499179361052,-0.0360347053461728,0.00764403442972591,-0.00476516065577019,-0.0137300088090196,-0.0326457175731765,-0.0338343334020623,-0.0146289731420745,-0.0338284672850521,-0.00907486581499837,-0.00691787236456975,-0.0416489032457336,-0.0491371310875114,-0.00728579696565861,-0.00775024779241546,-0.00137773304581968,-0.00967602071978939,0.00999946799337035,-0.0130300739154892,-0.0306820420248951
"Calidris ferruginea",-0.0560122772809228,-0.00125169119381923,-0.0253953837788959,-0.00642743920650922,0.00788757319343219,-0.0507726573540759,-0.058307801488756,-0.0486980044742802,-0.0527046423086234,-0.00761800419566678,0.00200839988322621,-0.0797561605841458,-0.0321753999360995,-0.0467857934381639,-0.0320265509977167,-0.0343014611398449,-0.0475801804793675,-0.00698488247827433,-0.0235534530337821,-0.0419438500037177,-0.0282040448933087,-0.047379336708327,0.00283157482042031,-0.044530421604681,-0.043111641391324
"Calidris fuscicollis",NA,NA,NA,NA,NA,NA,NA,NA,-0.0761028593291827,-0.0716770471968591,-0.240655165023673,-0.169318290067177,-0.0785250751829762,0.00418103619503629,0.064736665205742,0.109531098087581,0.149190424921283,0.181911587147837,-0.046978228574611,-0.105787805981974,0.163306347249011,0.145896443869957,NA,-1,NA
"Calidris maritima",-0.0258124766223359,-0.0206494943603696,-0.0125675207764377,0.00767504504658456,-0.0265839409957159,-0.0388674431830253,-0.0250526669439686,0.00658909149308122,0.0293511423279814,0.030523945698504,0.0184451802815671,0.00347511634297441,-0.0111855381729512,-0.0208810022462442,-0.0155347088875872,-0.000766148467184813,0.00538846122983494,-0.00423755732311282,-0.0100699093792633,0.00795293019807497,-0.0701409704679392,0.302816093737841,-0.453321439489112,0.545043754996329,0.0357892941442273
"Calidris mauri",NA,NA,NA,NA,-0.0874744223421366,0.178254400097864,-0.0530369193291822,NA,0.132331161592385,-0.169273309269213,-0.296966178668347,0.0764670484236516,-0.0691941208040512,-0.0482083963197875,-0.0414534374704534,-0.0314215841021648,-0.0190657873844042,-0.0066751619893104,0.00307747916022372,0.00860345806760243,0.0103525699427562,0.0103269795923397,NA,NA,NA
"Calidris melanotos",-0.0105957444055142,-0.206017652453758,0.286356099119463,-0.293764797378618,-0.0704658513208053,-0.0704658513208054,0.183160166019714,-0.460281225827584,-0.0730592935687751,-0.0730592935687752,0.022788390691675,0.0227883906916749,0.0895991031510965,0.179198206302193,0.189779020042405,0.179198206302193,0.179198206302193,0.470001513596715,NA,-0.301029995663981,NA,NA,NA,NA,NA
"Calidris minuta",0.00899111062297451,0.00878216605548514,-0.0621380919320774,0.0810586218927837,-0.0527561645119135,0.114962013274603,-0.0493677922312898,-0.0583236485792387,0.164370290873463,-0.0455157565017614,0.12428130359973,-0.0191138104181963,0.0424114417911613,-0.0134441441279514,0.0414643971076769,-0.0878215331570943,0.0367893241817455,0.0316851234626323,-0.0351357639524907,-0.0648465064090006,-0.0629275101146765,-0.0487809878801456,0.175097517167541,-0.0238140451084896,0.0313013809937872
"Calidris minutilla",NA,NA,NA,NA,NA,NA,0.126122792404381,-0.0339130557281795,NA,NA,-0.091567018980544,-0.091567018980544,-0.0915670189805442,0.149762320333332,0.259938799224496,0.0895545803760851,0.35784018822024,-0.255519461338426,0.383216751851331,-0.30239355873673,-0.283964334370432,-0.283964334370433,NA,NA,NA
"Calidris ptilocnemis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0588951898630752,-0.056481157253045,-0.0510724742153803,-0.0435829638575362,-0.0365777302537493,-0.0321386843428311,-0.0296603514790146,-0.0263097231556033,-0.019822542847415,-0.0103760913053779,0.000397686041477385,0.0113895366684358,0.0221096176065503,0.0311813891757002,0.0362983211987529
"Calidris pugnax",-0.0399885530172949,-0.0341982806289053,-0.028471135159084,-0.02884784910898,-0.0246404840954774,-0.0249542386049599,-0.0950915224757209,0.0352281463932694,-0.0516345502276851,-0.0418262062678818,0.0143260376694695,0.120506203805523,-0.112921688876595,0.09461166046529,0.0450259893512247,0.0474458256467655,-0.0462658192923393,-0.0389586620290322,-0.026095216579113,-0.0235315230862558,-0.0146025338787378,-0.0289390668336658,0.0455628412229552,0.0656136658218784,0.0565939160053368
"Calidris pusilla",-0.0061188821505286,0.0125422955973175,0.00613504919725591,-0.0701481393727394,-0.0179967739777168,-0.017996773977717,-0.0125249270786559,-0.259393695308992,0.0373942968647484,0.0373942968647483,-0.0125249270786562,-0.0125249270786562,-0.0125249270786556,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,0.00096506175688602,-0.0125249270786559,-0.0125249270786559,-0.0125249270786559,-0.0967420690082482,-0.0967420690082482,0.702206490028495,NA
"Calidris pygmaea",-0.0369926914843422,-0.0369926914843421,-0.0744687677051002,-0.0744687677051002,-0.0744687677051004,-0.0744687677051002,-0.0744687677051002,-0.0744687677051002,-0.0744687677051001,-0.0744687677051004,-0.0744687677051001,-0.0744687677051002,-0.0744687677051002,-0.0622704996646815,-0.0622704996646813,-0.0529277363460889,-0.109352053230984,-0.0740262896928151,-0.0710735274449293,-0.104663292428627,-0.524754844686942,-0.339885188280583,-0.0885367499290224,-0.0211456956110494,-0.021145695611049
"Calidris ruficollis",-0.0576053518948099,-0.0198742992627366,-0.0530347138799707,-0.0246133893779753,-0.0064081324434802,-0.0286005713008006,0.0131912143482846,-0.0346379359306706,-0.020148734206384,-0.0201114013826293,-0.00577366944975034,-0.024000206513311,-0.0131482588424837,-0.0109497073652541,0.0181086022388702,-0.00559925659333706,-0.00185974915381191,-0.00394539102313846,-0.021706916836186,-0.012386417003721,-0.03128185459673,-0.0514764315601124,-0.00466573707502448,-0.0302816290011515,-0.0241077221286087
"Calidris temminckii",-0.954242509439325,0.439332693830263,-0.740362689494244,NA,-0.0232510691453709,-0.0232510691453705,-0.0232510691453709,-0.0232510691453705,-0.0232510691453709,-0.0232510691453705,-0.0232510691453709,-0.0232510691453705,-0.0232510691453705,NA,-0.532707440604373,0.158460027066144,-0.0654148812099,-0.0654148812106534,-0.0654148812112109,-0.0654148812115097,-0.0654148812116175,NA,NA,NA,NA
"Calidris tenuirostris",-0.00589729558302143,-0.0352512794911968,-0.0578957696851456,-0.0706878265134281,-0.0733623822720111,-0.0547579359763579,0.0467904101807127,-0.0159699634398552,-0.0549293797234857,0.000321853826567464,-0.0210145033458161,-0.0405880617541021,-0.0350298203141081,0.00623512028736063,-0.0331589138718181,-0.0228508166964233,-0.0210514327550758,-0.0128453713166952,-0.039008922866361,-0.0236347019470942,-0.0195907403107889,-0.0585779264704304,-0.00434686012964082,0.0068820694848193,-0.00476459030308686
"Calidris virgata",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.787978594381879,0.787978594381878,-1,-0.544068044350276,-0.035061629918264,-0.035061629918612,-0.0350616299192446,-0.0350616299199766,-0.0350616299206257,-0.0350616299211064,-0.0350616299214224,-0.0350616299216172,-0.0350616299217323,-0.0350616299217961,-0.0350616299218248,NA
"Callipepla californica",0.0258649431713889,0.0258649431716491,0.025864943171668,0.0258649431714571,0.0258649431710538,0.0258649431704717,0.025864943169702,0.0258649431687736,0.0258649431677749,0.025864943166833,0.0258649431660438,0.0258649431654246,0.0258649431649096,0.0258649431644049,0.0258649431638777,0.0258649431633771,0.0258649431629714,0.025864943162659,0.025864943162362,0.0258649431620135,0.0258649431616136,0.0258649431612126,0.0258649431608594,0.0258649431605973,0.0258649431604634
"Callorhinus ursinus",0.0191144953668396,0.0375455548266606,0.0346177830383326,0.0242891423268322,0.0154723463113857,0.00338065718226573,-0.0120876913830035,-0.0189472138860947,-0.0125881196342699,-0.00672925105389011,-0.0123526569946679,-0.0184773102728936,-0.0103332682796179,0.00254726031178798,-0.0026115219162605,-0.0250908844691033,-0.0375502556806784,-0.0249086099295293,-0.00631435494994226,-0.000856007403978065,-0.0115669387716935,NA,NA,NA,NA
"Calomys venustus",NA,NA,NA,0.00413826755119651,0.00413826755120561,0.00413826755120916,0.0041382675511854,0.0041382675511068,0.00413826755095292,0.00413826755071556,0.00413826755041291,0.00413826755009405,0.00413826754982272,0.00413826754964353,0.0041382675495647,0.00413826754956026,0.00413826754959623,0.00413826754964663,0.00413826754969171,0.00413826754971636,NA,NA,NA,NA,NA
"Calonectris diomedea",0.0112479384731557,0.0112479384731557,0.0112479384731557,0.00595918726276964,0.00595918726276962,0.0059591872627697,0.00595918726276954,0.00595918726276972,0.00529429907381336,0.00529429907381344,0.0052942990738134,0.0052942990738134,0.0052942990738134,0.0237839335848701,0.02378393358487,0.0237839335848701,0.02378393358487,0.0237839335848699,NA,NA,NA,NA,NA,NA,NA
"Calyptorhynchus lathami",NA,NA,NA,NA,NA,NA,0.0349196738167317,0.0445266866856171,0.0512818876953105,0.0422451245791549,0.0195880025861923,0.000292960145915178,-0.000720271891944346,0.0137209035708103,0.0261290812927575,0.0237271649267665,0.0123107791614232,0.00808984003893976,0.0171464163423738,0.0282728159081183,NA,NA,NA,NA,NA
"Camptostoma obsoletum",0.0147572428321838,0.0147572428321836,0.0147572428321836,0.0147572428321838,0.0147572428321838,-0.04997549464332,-0.0499754946433202,-0.04997549464332,-0.04997549464332,-0.04997549464332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,-0.176091259055681
"Canis adustus",0.0241279097111202,0.0241279097111207,0.0241279097111207,0.0241279097111202,0.0241279097111207,0.0241279097111207,0.0241279097111204,0.0241279097111207,0.0241279097111204,0.0241279097111207,0.0241279097111204,0.0241279097111204,0.0241279097111207,0.0241279097111204,0.0241279097111207,0.0241279097111204,0.0713337517843657,0.071333751784366,NA,NA,NA,NA,NA,NA,NA
"Canis aureus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0236095690415938,0.0236095690419793,0.0236095690424332,0.0271427535503612,0.0272054873579113,0.0272406141473875,0.00822099279097125,-0.0209025646908464,-0.00645633211709891,-0.0520951022618858,0.0372190190172075,0.0874693398892904,0.037746118198404,-0.00137789249779596
"Canis latrans",-0.0279704413338256,0.0467360340285673,0.0818469851119436,0.0836059478523803,0.0324151690530712,-0.0543955475096801,-0.0961820483617109,0.0855326808116943,0.111490294723314,0.0739636989866573,0.0450104413444465,0.00660338597089223,0.0463567466110416,-0.326972183297488,0.372568696226334,-0.150104357989009,-0.0411427853201249,0.0560615581443012,0.177652786680176,0.211670749256362,0.0767990761336081,-0.0822570256201033,0.111312401196745,-0.252946744233379,0.238764776356734
"Canis lupus",0.0204931050089205,0.0177163462568274,0.0159365649366013,0.00913183024566957,0.00867350610164818,0.0278251513643487,0.00506151295497076,-0.0216305896144738,0.0391868482739107,0.0329410111345725,0.0135445336159956,-0.0157581771562431,0.0089638970447769,0.0454181540568035,0.0102233645169125,0.0123320816884796,0.0431043748485974,0.00905007531713003,0.0383613571945396,0.0388750389081913,0.0355480478579844,0.0342192944375138,0.0510963978471353,0.0531676365032289,0.062996024835704
"Canis simensis",-0.0319295122583366,-0.0322406413200605,-0.116612814974798,-0.177684381009341,0.0148836467274496,-0.0868406464743122,-0.0322666093528143,0.0258876246367661,0.0389267970578921,0.0478886820751354,0.0784941985014076,0.0877009964792722,0.0908739111586718,0.0198123959506225,0.0198123959506225,0.0198123959506225,-0.0136796972911926,0.0644579892269186,0.00736162841035304,0.00736162841035348,-0.0880456295278407,-0.0880456295278407,NA,NA,NA
"Canthigaster jactator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0855833931506911,-0.138083965139319,-0.18448029349605,-0.154136297893929,-0.0439530634435834,0.0704069851172819,0.105196556533222,0.0468913533354991,-0.0375089508100537,-0.0633152659596459,-0.00175153472962375,0.100946794174655,0.171304376082423
"Capra falconeri",-0.00997585667350043,-0.0276427906319056,-0.0211521693901412,-0.00985499853363085,0.00194899210788169,0.0101537918215239,0.0133541486680569,0.0464865220170956,0.0454970763090099,0.0902067323148201,0.0568685428145281,0.0568685428145281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capra ibex",0.0278017487870239,0.0254703989496392,0.0616236834249142,0.0211010643913019,0.0186436813430509,0.0171717249798446,0.0156839478892934,0.0136383021411156,0.0221204896966441,0.00361034846658151,0.0116782475695468,0.0134718287275229,0.00981122982156313,0.00446875389296286,-0.00344902820597302,0.024499831569642,0.0538694838808698,0.0325977869177527,0.0259647337458431,0.0229794397657751,0.015247015496179,0.00469742755930266,-0.00578109561442056,-0.0136641309646033,-0.0169386480414112
"Capra pyrenaica",0.040176484475783,0.0322521657259043,0.0293241506388903,0.0480006895633232,0.028631184767817,-0.0215007666766058,-0.0319242698968005,0.0019646551682652,0.00115307675823247,-0.023176082284723,0.0220860549331472,0.00758792747111015,-0.00744367772703451,0.0195173959372517,0.101081985663545,0.0816113624377903,0.00640793264733261,0.00879524522035409,0.077082929437325,0.077082929437325,0.0805357565202209,0.0805357565202209,0.0805357565202209,0.0805357565202205,0.0805357565202209
"Capra walie",0.00832924910721999,0.00832924910721999,-0.10649218306807,-0.10649218306807,-0.10649218306807,-0.10649218306807,0.10649218306807,0.10649218306807,0.10649218306807,0.10649218306807,0.0217806255334625,0.0217806255334625,0.0217806255334629,0.0217806255334625,0.0217806255334629,0.032546645733154,0.0146448572389599,-0.00457156307448336,0.0478206511244488,0.0174817045766544,0.0155352890875231,0.0348110160494435,NA,NA,NA
"Capreolus capreolus",0.00631689004373391,0.00968333035914999,0.0316975798677829,0.0194367268041194,-0.00538865077517601,-0.0216047383131422,-0.0109020171967071,-0.00440518757930031,0.00188944727940072,-0.0265658495507048,0.0361314946610205,0.01220503296483,0.0104737386181381,0.0243755271903695,0.0170715664451455,0.0150983130501082,0.0102808784907107,0.015457524338956,0.0108549791201096,0.00912897999979429,0.0155463554930269,0.00790180311899912,0.00433794558638019,-0.0109588449578045,0.00146242084760175
"Capreolus pygargus",0.0279880803629273,0.0263558745901208,0.0247502268022591,0.0231669029300377,0.0215872204536727,0.0200508774823103,0.0186421623063118,0.0174463003107406,0.0165154716448039,0.015845505420778,0.0153828515444986,0.015070638740634,0.0148825819309295,0.014801103644136,0.0147838382301447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Capsiempis flaveola",0.0208868141901188,0.0208868141901184,0.0208868141901184,0.0208868141901184,0.0208868141901184,-0.0461561140966564,-0.0461561140966569,-0.0461561140966562,-0.0320812572803809,-0.0320812572803809,-0.0180064004641052,-0.0180064004641052,-0.0180064004641052,-0.0180064004641053,-0.0180064004641052,-0.0180064004641052,-0.0180064004641052,-0.0180064004641052,-0.0180064004641052,-0.0180064004641052,-0.0180064004641053,NA,NA,NA,NA
"Caracara plancus",0.0534343456806028,0.0534343456806026,0.0534343456806028,0.0534343456806028,0.0534343456806028,-0.00482673594334382,-0.00482673594334382,-0.00482673594334382,-0.00482673594334404,-0.00482673594334382,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,-1,1
